type,start_lineno,end_lineno,filepath
If,21,22,apps/glance/glance/wsgi/api.py
For,90,94,apps/glance/glance/async_/utils.py
If,91,94,apps/glance/glance/async_/utils.py
Try,73,79,apps/glance/glance/async_/utils.py
For,92,94,apps/glance/glance/async_/utils.py
If,93,94,apps/glance/glance/async_/utils.py
If,164,171,apps/glance/glance/async_/__init__.py
If,173,175,apps/glance/glance/async_/__init__.py
If,177,179,apps/glance/glance/async_/__init__.py
If,96,97,apps/glance/glance/async_/__init__.py
For,124,125,apps/glance/glance/async_/__init__.py
For,126,127,apps/glance/glance/async_/__init__.py
If,166,171,apps/glance/glance/async_/__init__.py
If,103,108,apps/glance/glance/async_/taskflow_executor.py
Try,111,151,apps/glance/glance/async_/taskflow_executor.py
Try,154,161,apps/glance/glance/async_/taskflow_executor.py
If,170,174,apps/glance/glance/async_/taskflow_executor.py
Try,178,199,apps/glance/glance/async_/taskflow_executor.py
If,124,125,apps/glance/glance/async_/taskflow_executor.py
If,127,130,apps/glance/glance/async_/taskflow_executor.py
If,131,133,apps/glance/glance/async_/taskflow_executor.py
If,134,137,apps/glance/glance/async_/taskflow_executor.py
With,183,184,apps/glance/glance/async_/taskflow_executor.py
If,198,199,apps/glance/glance/async_/taskflow_executor.py
With,189,196,apps/glance/glance/async_/taskflow_executor.py
Try,875,890,apps/glance/glance/async_/flows/api_image_import.py
If,918,919,apps/glance/glance/async_/flows/api_image_import.py
If,927,932,apps/glance/glance/async_/flows/api_image_import.py
If,938,950,apps/glance/glance/async_/flows/api_image_import.py
If,957,961,apps/glance/glance/async_/flows/api_image_import.py
For,963,978,apps/glance/glance/async_/flows/api_image_import.py
With,995,1001,apps/glance/glance/async_/flows/api_image_import.py
If,1005,1021,apps/glance/glance/async_/flows/api_image_import.py
If,153,155,apps/glance/glance/async_/flows/api_image_import.py
If,166,171,apps/glance/glance/async_/flows/api_image_import.py
If,194,201,apps/glance/glance/async_/flows/api_image_import.py
If,264,273,apps/glance/glance/async_/flows/api_image_import.py
If,340,341,apps/glance/glance/async_/flows/api_image_import.py
For,359,362,apps/glance/glance/async_/flows/api_image_import.py
For,373,380,apps/glance/glance/async_/flows/api_image_import.py
For,392,413,apps/glance/glance/async_/flows/api_image_import.py
If,438,465,apps/glance/glance/async_/flows/api_image_import.py
Try,489,500,apps/glance/glance/async_/flows/api_image_import.py
Try,520,528,apps/glance/glance/async_/flows/api_image_import.py
If,530,534,apps/glance/glance/async_/flows/api_image_import.py
Try,550,553,apps/glance/glance/async_/flows/api_image_import.py
Try,564,570,apps/glance/glance/async_/flows/api_image_import.py
With,639,640,apps/glance/glance/async_/flows/api_image_import.py
If,645,647,apps/glance/glance/async_/flows/api_image_import.py
Try,648,663,apps/glance/glance/async_/flows/api_image_import.py
If,665,666,apps/glance/glance/async_/flows/api_image_import.py
If,670,674,apps/glance/glance/async_/flows/api_image_import.py
If,677,681,apps/glance/glance/async_/flows/api_image_import.py
If,682,685,apps/glance/glance/async_/flows/api_image_import.py
With,696,701,apps/glance/glance/async_/flows/api_image_import.py
With,718,720,apps/glance/glance/async_/flows/api_image_import.py
With,724,726,apps/glance/glance/async_/flows/api_image_import.py
Try,740,758,apps/glance/glance/async_/flows/api_image_import.py
Try,761,770,apps/glance/glance/async_/flows/api_image_import.py
If,777,778,apps/glance/glance/async_/flows/api_image_import.py
Try,805,859,apps/glance/glance/async_/flows/api_image_import.py
With,863,869,apps/glance/glance/async_/flows/api_image_import.py
If,928,932,apps/glance/glance/async_/flows/api_image_import.py
If,939,941,apps/glance/glance/async_/flows/api_image_import.py
If,944,948,apps/glance/glance/async_/flows/api_image_import.py
For,958,959,apps/glance/glance/async_/flows/api_image_import.py
If,965,966,apps/glance/glance/async_/flows/api_image_import.py
If,996,997,apps/glance/glance/async_/flows/api_image_import.py
If,1012,1021,apps/glance/glance/async_/flows/api_image_import.py
If,265,270,apps/glance/glance/async_/flows/api_image_import.py
If,360,361,apps/glance/glance/async_/flows/api_image_import.py
If,374,380,apps/glance/glance/async_/flows/api_image_import.py
If,393,413,apps/glance/glance/async_/flows/api_image_import.py
Try,439,445,apps/glance/glance/async_/flows/api_image_import.py
If,451,465,apps/glance/glance/async_/flows/api_image_import.py
If,699,701,apps/glance/glance/async_/flows/api_image_import.py
If,719,720,apps/glance/glance/async_/flows/api_image_import.py
If,725,726,apps/glance/glance/async_/flows/api_image_import.py
With,818,819,apps/glance/glance/async_/flows/api_image_import.py
If,821,824,apps/glance/glance/async_/flows/api_image_import.py
For,826,829,apps/glance/glance/async_/flows/api_image_import.py
With,831,846,apps/glance/glance/async_/flows/api_image_import.py
Try,847,852,apps/glance/glance/async_/flows/api_image_import.py
For,864,866,apps/glance/glance/async_/flows/api_image_import.py
With,878,890,apps/glance/glance/async_/flows/api_image_import.py
Try,394,412,apps/glance/glance/async_/flows/api_image_import.py
Try,452,460,apps/glance/glance/async_/flows/api_image_import.py
If,656,657,apps/glance/glance/async_/flows/api_image_import.py
If,662,663,apps/glance/glance/async_/flows/api_image_import.py
For,827,829,apps/glance/glance/async_/flows/api_image_import.py
If,845,846,apps/glance/glance/async_/flows/api_image_import.py
With,854,859,apps/glance/glance/async_/flows/api_image_import.py
If,865,866,apps/glance/glance/async_/flows/api_image_import.py
With,879,882,apps/glance/glance/async_/flows/api_image_import.py
If,885,890,apps/glance/glance/async_/flows/api_image_import.py
If,408,412,apps/glance/glance/async_/flows/api_image_import.py
If,828,829,apps/glance/glance/async_/flows/api_image_import.py
If,881,882,apps/glance/glance/async_/flows/api_image_import.py
If,318,344,apps/glance/glance/async_/flows/location_import.py
For,63,67,apps/glance/glance/async_/flows/location_import.py
While,73,108,apps/glance/glance/async_/flows/location_import.py
If,112,113,apps/glance/glance/async_/flows/location_import.py
Try,123,135,apps/glance/glance/async_/flows/location_import.py
If,158,163,apps/glance/glance/async_/flows/location_import.py
Try,169,182,apps/glance/glance/async_/flows/location_import.py
For,205,206,apps/glance/glance/async_/flows/location_import.py
Try,230,244,apps/glance/glance/async_/flows/location_import.py
Try,270,282,apps/glance/glance/async_/flows/location_import.py
If,319,335,apps/glance/glance/async_/flows/location_import.py
If,336,344,apps/glance/glance/async_/flows/location_import.py
If,64,65,apps/glance/glance/async_/flows/location_import.py
Try,75,108,apps/glance/glance/async_/flows/location_import.py
If,125,130,apps/glance/glance/async_/flows/location_import.py
If,171,174,apps/glance/glance/async_/flows/location_import.py
If,237,239,apps/glance/glance/async_/flows/location_import.py
If,272,278,apps/glance/glance/async_/flows/location_import.py
If,126,129,apps/glance/glance/async_/flows/location_import.py
If,273,276,apps/glance/glance/async_/flows/location_import.py
If,277,278,apps/glance/glance/async_/flows/location_import.py
If,82,93,apps/glance/glance/async_/flows/location_import.py
If,83,93,apps/glance/glance/async_/flows/location_import.py
If,96,103,apps/glance/glance/async_/flows/convert.py
If,119,121,apps/glance/glance/async_/flows/convert.py
If,130,131,apps/glance/glance/async_/flows/convert.py
If,141,142,apps/glance/glance/async_/flows/convert.py
If,145,146,apps/glance/glance/async_/flows/convert.py
If,97,102,apps/glance/glance/async_/flows/convert.py
If,61,63,apps/glance/glance/async_/flows/ovf_process.py
If,74,76,apps/glance/glance/async_/flows/ovf_process.py
If,91,118,apps/glance/glance/async_/flows/ovf_process.py
If,124,125,apps/glance/glance/async_/flows/ovf_process.py
With,150,164,apps/glance/glance/async_/flows/ovf_process.py
For,194,225,apps/glance/glance/async_/flows/ovf_process.py
For,227,233,apps/glance/glance/async_/flows/ovf_process.py
If,246,260,apps/glance/glance/async_/flows/ovf_process.py
If,97,118,apps/glance/glance/async_/flows/ovf_process.py
If,154,160,apps/glance/glance/async_/flows/ovf_process.py
If,187,190,apps/glance/glance/async_/flows/ovf_process.py
If,195,225,apps/glance/glance/async_/flows/ovf_process.py
If,230,231,apps/glance/glance/async_/flows/ovf_process.py
With,247,257,apps/glance/glance/async_/flows/ovf_process.py
Try,100,111,apps/glance/glance/async_/flows/ovf_process.py
If,197,199,apps/glance/glance/async_/flows/ovf_process.py
If,201,217,apps/glance/glance/async_/flows/ovf_process.py
If,219,220,apps/glance/glance/async_/flows/ovf_process.py
If,224,225,apps/glance/glance/async_/flows/ovf_process.py
If,251,257,apps/glance/glance/async_/flows/ovf_process.py
With,107,108,apps/glance/glance/async_/flows/ovf_process.py
If,110,111,apps/glance/glance/async_/flows/ovf_process.py
If,205,213,apps/glance/glance/async_/flows/ovf_process.py
IfExp,198,199,apps/glance/glance/async_/flows/ovf_process.py
Try,48,65,apps/glance/glance/async_/flows/introspect.py
If,67,68,apps/glance/glance/async_/flows/introspect.py
If,58,64,apps/glance/glance/async_/flows/introspect.py
With,59,64,apps/glance/glance/async_/flows/introspect.py
For,430,431,apps/glance/glance/async_/flows/base_import.py
Try,458,501,apps/glance/glance/async_/flows/base_import.py
If,61,62,apps/glance/glance/async_/flows/base_import.py
If,77,82,apps/glance/glance/async_/flows/base_import.py
If,100,112,apps/glance/glance/async_/flows/base_import.py
If,135,139,apps/glance/glance/async_/flows/base_import.py
Try,161,173,apps/glance/glance/async_/flows/base_import.py
If,178,182,apps/glance/glance/async_/flows/base_import.py
Try,184,187,apps/glance/glance/async_/flows/base_import.py
If,188,192,apps/glance/glance/async_/flows/base_import.py
If,197,201,apps/glance/glance/async_/flows/base_import.py
If,203,207,apps/glance/glance/async_/flows/base_import.py
If,223,226,apps/glance/glance/async_/flows/base_import.py
Try,335,343,apps/glance/glance/async_/flows/base_import.py
If,364,369,apps/glance/glance/async_/flows/base_import.py
If,388,389,apps/glance/glance/async_/flows/base_import.py
Try,390,408,apps/glance/glance/async_/flows/base_import.py
For,474,475,apps/glance/glance/async_/flows/base_import.py
If,480,496,apps/glance/glance/async_/flows/base_import.py
If,78,82,apps/glance/glance/async_/flows/base_import.py
If,104,110,apps/glance/glance/async_/flows/base_import.py
If,204,207,apps/glance/glance/async_/flows/base_import.py
With,169,173,apps/glance/glance/async_/flows/base_import.py
If,73,78,apps/glance/glance/async_/flows/plugins/inject_image_metadata.py
If,76,78,apps/glance/glance/async_/flows/plugins/inject_image_metadata.py
With,77,78,apps/glance/glance/async_/flows/plugins/inject_image_metadata.py
With,81,82,apps/glance/glance/async_/flows/plugins/image_conversion.py
Try,96,112,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,128,130,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,132,148,apps/glance/glance/async_/flows/plugins/image_conversion.py
Try,150,163,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,165,166,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,169,172,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,177,180,apps/glance/glance/async_/flows/plugins/image_conversion.py
Try,182,185,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,186,188,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,190,206,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,208,211,apps/glance/glance/async_/flows/plugins/image_conversion.py
Try,213,223,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,225,226,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,230,232,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,234,239,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,255,258,apps/glance/glance/async_/flows/plugins/image_conversion.py
With,263,267,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,269,275,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,133,138,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,145,148,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,195,196,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,197,201,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,202,206,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,257,258,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,265,267,apps/glance/glance/async_/flows/plugins/image_conversion.py
Try,270,275,apps/glance/glance/async_/flows/plugins/image_conversion.py
If,102,106,apps/glance/glance/async_/flows/plugins/image_conversion.py
With,159,163,apps/glance/glance/async_/flows/plugins/image_conversion.py
With,220,223,apps/glance/glance/async_/flows/plugins/image_conversion.py
For,30,31,apps/glance/glance/async_/flows/plugins/__init__.py
If,44,46,apps/glance/glance/async_/flows/plugins/no_op.py
Try,36,40,apps/glance/glance/async_/flows/plugins/image_decompression.py
For,45,47,apps/glance/glance/async_/flows/plugins/image_decompression.py
Try,55,66,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,70,71,apps/glance/glance/async_/flows/plugins/image_decompression.py
Try,72,83,apps/glance/glance/async_/flows/plugins/image_decompression.py
Try,87,100,apps/glance/glance/async_/flows/plugins/image_decompression.py
With,56,61,apps/glance/glance/async_/flows/plugins/image_decompression.py
With,73,78,apps/glance/glance/async_/flows/plugins/image_decompression.py
With,88,90,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,127,128,apps/glance/glance/async_/flows/plugins/image_decompression.py
With,130,131,apps/glance/glance/async_/flows/plugins/image_decompression.py
For,132,138,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,147,150,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,58,61,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,75,78,apps/glance/glance/async_/flows/plugins/image_decompression.py
With,89,90,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,136,138,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,149,150,apps/glance/glance/async_/flows/plugins/image_decompression.py
If,52,64,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
Try,78,81,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
If,93,97,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
With,112,115,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
If,118,129,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
If,56,62,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
Try,121,129,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
If,122,125,apps/glance/glance/async_/flows/_internal_plugins/base_download.py
If,210,212,apps/glance/glance/async_/flows/_internal_plugins/__init__.py
For,220,221,apps/glance/glance/async_/flows/_internal_plugins/__init__.py
Try,51,57,apps/glance/glance/async_/flows/_internal_plugins/web_download.py
Try,60,70,apps/glance/glance/async_/flows/_internal_plugins/web_download.py
If,62,68,apps/glance/glance/async_/flows/_internal_plugins/web_download.py
With,54,57,apps/glance/glance/async_/flows/_internal_plugins/web_download.py
With,49,50,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
If,65,85,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
For,89,98,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
For,101,112,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
If,125,129,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
If,72,85,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
If,90,98,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
If,103,112,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
Try,78,85,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
Try,91,98,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
Try,105,112,apps/glance/glance/async_/flows/_internal_plugins/copy_image.py
Try,52,76,apps/glance/glance/async_/flows/_internal_plugins/glance_download.py
If,79,85,apps/glance/glance/async_/flows/_internal_plugins/glance_download.py
If,59,64,apps/glance/glance/async_/flows/_internal_plugins/glance_download.py
With,71,76,apps/glance/glance/async_/flows/_internal_plugins/glance_download.py
If,696,697,apps/glance/glance/common/config.py
If,704,709,apps/glance/glance/common/config.py
If,719,720,apps/glance/glance/common/config.py
If,721,723,apps/glance/glance/common/config.py
If,745,746,apps/glance/glance/common/config.py
Try,748,767,apps/glance/glance/common/config.py
IfExp,698,698,apps/glance/glance/common/config.py
If,756,757,apps/glance/glance/common/config.py
Try,498,502,apps/glance/glance/common/utils.py
While,84,89,apps/glance/glance/common/utils.py
Try,99,106,apps/glance/glance/common/utils.py
If,134,135,apps/glance/glance/common/utils.py
If,150,153,apps/glance/glance/common/utils.py
If,154,157,apps/glance/glance/common/utils.py
If,158,161,apps/glance/glance/common/utils.py
If,163,165,apps/glance/glance/common/utils.py
If,166,168,apps/glance/glance/common/utils.py
If,169,171,apps/glance/glance/common/utils.py
For,306,314,apps/glance/glance/common/utils.py
If,329,332,apps/glance/glance/common/utils.py
For,334,344,apps/glance/glance/common/utils.py
For,347,366,apps/glance/glance/common/utils.py
For,368,370,apps/glance/glance/common/utils.py
For,383,389,apps/glance/glance/common/utils.py
Try,395,399,apps/glance/glance/common/utils.py
Try,421,434,apps/glance/glance/common/utils.py
If,439,445,apps/glance/glance/common/utils.py
Try,469,493,apps/glance/glance/common/utils.py
If,571,585,apps/glance/glance/common/utils.py
For,597,611,apps/glance/glance/common/utils.py
If,612,614,apps/glance/glance/common/utils.py
If,650,661,apps/glance/glance/common/utils.py
For,671,677,apps/glance/glance/common/utils.py
If,691,707,apps/glance/glance/common/utils.py
For,709,710,apps/glance/glance/common/utils.py
If,715,716,apps/glance/glance/common/utils.py
For,732,733,apps/glance/glance/common/utils.py
If,740,741,apps/glance/glance/common/utils.py
If,744,747,apps/glance/glance/common/utils.py
IfExp,74,74,apps/glance/glance/common/utils.py
If,86,89,apps/glance/glance/common/utils.py
For,100,102,apps/glance/glance/common/utils.py
If,195,200,apps/glance/glance/common/utils.py
If,209,258,apps/glance/glance/common/utils.py
For,282,287,apps/glance/glance/common/utils.py
If,292,293,apps/glance/glance/common/utils.py
If,307,314,apps/glance/glance/common/utils.py
If,336,344,apps/glance/glance/common/utils.py
If,349,366,apps/glance/glance/common/utils.py
If,369,370,apps/glance/glance/common/utils.py
If,384,389,apps/glance/glance/common/utils.py
If,406,410,apps/glance/glance/common/utils.py
Try,422,425,apps/glance/glance/common/utils.py
Try,470,473,apps/glance/glance/common/utils.py
If,475,476,apps/glance/glance/common/utils.py
If,483,485,apps/glance/glance/common/utils.py
For,532,533,apps/glance/glance/common/utils.py
For,535,538,apps/glance/glance/common/utils.py
Try,576,582,apps/glance/glance/common/utils.py
If,598,611,apps/glance/glance/common/utils.py
If,652,661,apps/glance/glance/common/utils.py
If,674,675,apps/glance/glance/common/utils.py
If,676,677,apps/glance/glance/common/utils.py
If,692,695,apps/glance/glance/common/utils.py
Try,698,707,apps/glance/glance/common/utils.py
If,720,721,apps/glance/glance/common/utils.py
Try,722,728,apps/glance/glance/common/utils.py
With,104,106,apps/glance/glance/common/utils.py
If,210,229,apps/glance/glance/common/utils.py
While,232,257,apps/glance/glance/common/utils.py
If,284,287,apps/glance/glance/common/utils.py
If,308,314,apps/glance/glance/common/utils.py
If,339,344,apps/glance/glance/common/utils.py
Try,350,361,apps/glance/glance/common/utils.py
If,362,366,apps/glance/glance/common/utils.py
For,385,387,apps/glance/glance/common/utils.py
If,398,399,apps/glance/glance/common/utils.py
With,433,434,apps/glance/glance/common/utils.py
For,520,530,apps/glance/glance/common/utils.py
If,536,538,apps/glance/glance/common/utils.py
If,599,600,apps/glance/glance/common/utils.py
If,601,610,apps/glance/glance/common/utils.py
If,654,661,apps/glance/glance/common/utils.py
If,704,707,apps/glance/glance/common/utils.py
Try,221,229,apps/glance/glance/common/utils.py
If,233,257,apps/glance/glance/common/utils.py
For,309,312,apps/glance/glance/common/utils.py
If,341,343,apps/glance/glance/common/utils.py
If,386,387,apps/glance/glance/common/utils.py
If,521,530,apps/glance/glance/common/utils.py
If,602,605,apps/glance/glance/common/utils.py
If,607,610,apps/glance/glance/common/utils.py
If,656,661,apps/glance/glance/common/utils.py
If,222,223,apps/glance/glance/common/utils.py
If,245,246,apps/glance/glance/common/utils.py
Try,249,257,apps/glance/glance/common/utils.py
If,310,312,apps/glance/glance/common/utils.py
If,353,361,apps/glance/glance/common/utils.py
If,524,526,apps/glance/glance/common/utils.py
If,527,530,apps/glance/glance/common/utils.py
If,658,661,apps/glance/glance/common/utils.py
If,250,251,apps/glance/glance/common/utils.py
If,660,661,apps/glance/glance/common/utils.py
If,68,71,apps/glance/glance/common/wsme_utils.py
For,27,30,apps/glance/glance/common/wsme_utils.py
For,37,38,apps/glance/glance/common/wsme_utils.py
For,41,48,apps/glance/glance/common/wsme_utils.py
If,50,51,apps/glance/glance/common/wsme_utils.py
If,57,58,apps/glance/glance/common/wsme_utils.py
If,29,30,apps/glance/glance/common/wsme_utils.py
If,43,48,apps/glance/glance/common/wsme_utils.py
If,44,48,apps/glance/glance/common/wsme_utils.py
For,35,37,apps/glance/glance/common/store_utils.py
Try,54,80,apps/glance/glance/common/store_utils.py
If,98,107,apps/glance/glance/common/store_utils.py
If,123,125,apps/glance/glance/common/store_utils.py
If,126,130,apps/glance/glance/common/store_utils.py
If,145,146,apps/glance/glance/common/store_utils.py
If,152,153,apps/glance/glance/common/store_utils.py
If,163,166,apps/glance/glance/common/store_utils.py
For,167,172,apps/glance/glance/common/store_utils.py
If,174,178,apps/glance/glance/common/store_utils.py
For,183,203,apps/glance/glance/common/store_utils.py
If,205,206,apps/glance/glance/common/store_utils.py
If,224,227,apps/glance/glance/common/store_utils.py
For,229,235,apps/glance/glance/common/store_utils.py
For,239,246,apps/glance/glance/common/store_utils.py
If,255,256,apps/glance/glance/common/store_utils.py
If,36,37,apps/glance/glance/common/store_utils.py
If,55,62,apps/glance/glance/common/store_utils.py
If,65,67,apps/glance/glance/common/store_utils.py
If,100,107,apps/glance/glance/common/store_utils.py
If,170,172,apps/glance/glance/common/store_utils.py
If,184,203,apps/glance/glance/common/store_utils.py
If,231,235,apps/glance/glance/common/store_utils.py
If,240,242,apps/glance/glance/common/store_utils.py
If,245,246,apps/glance/glance/common/store_utils.py
If,187,188,apps/glance/glance/common/store_utils.py
If,191,203,apps/glance/glance/common/store_utils.py
If,192,200,apps/glance/glance/common/store_utils.py
If,194,200,apps/glance/glance/common/store_utils.py
Try,264,269,apps/glance/glance/common/wsgi.py
If,281,285,apps/glance/glance/common/wsgi.py
While,320,328,apps/glance/glance/common/wsgi.py
If,329,333,apps/glance/glance/common/wsgi.py
Try,339,348,apps/glance/glance/common/wsgi.py
If,1107,1108,apps/glance/glance/common/wsgi.py
If,1112,1116,apps/glance/glance/common/wsgi.py
Try,321,328,apps/glance/glance/common/wsgi.py
If,404,405,apps/glance/glance/common/wsgi.py
If,449,452,apps/glance/glance/common/wsgi.py
If,460,470,apps/glance/glance/common/wsgi.py
If,484,493,apps/glance/glance/common/wsgi.py
Try,498,504,apps/glance/glance/common/wsgi.py
If,508,510,apps/glance/glance/common/wsgi.py
Try,514,524,apps/glance/glance/common/wsgi.py
If,527,529,apps/glance/glance/common/wsgi.py
If,534,537,apps/glance/glance/common/wsgi.py
If,571,581,apps/glance/glance/common/wsgi.py
If,583,587,apps/glance/glance/common/wsgi.py
If,589,590,apps/glance/glance/common/wsgi.py
Try,598,612,apps/glance/glance/common/wsgi.py
If,623,630,apps/glance/glance/common/wsgi.py
If,633,634,apps/glance/glance/common/wsgi.py
If,635,644,apps/glance/glance/common/wsgi.py
While,647,661,apps/glance/glance/common/wsgi.py
If,674,692,apps/glance/glance/common/wsgi.py
If,762,763,apps/glance/glance/common/wsgi.py
Try,766,769,apps/glance/glance/common/wsgi.py
For,781,782,apps/glance/glance/common/wsgi.py
For,787,788,apps/glance/glance/common/wsgi.py
For,802,805,apps/glance/glance/common/wsgi.py
If,816,818,apps/glance/glance/common/wsgi.py
If,885,891,apps/glance/glance/common/wsgi.py
If,900,901,apps/glance/glance/common/wsgi.py
If,903,904,apps/glance/glance/common/wsgi.py
While,907,917,apps/glance/glance/common/wsgi.py
If,929,931,apps/glance/glance/common/wsgi.py
If,944,945,apps/glance/glance/common/wsgi.py
If,950,951,apps/glance/glance/common/wsgi.py
If,955,958,apps/glance/glance/common/wsgi.py
If,966,967,apps/glance/glance/common/wsgi.py
If,973,974,apps/glance/glance/common/wsgi.py
If,981,1001,apps/glance/glance/common/wsgi.py
If,1007,1025,apps/glance/glance/common/wsgi.py
If,1049,1051,apps/glance/glance/common/wsgi.py
If,1053,1054,apps/glance/glance/common/wsgi.py
Try,1064,1072,apps/glance/glance/common/wsgi.py
If,1075,1078,apps/glance/glance/common/wsgi.py
If,1085,1086,apps/glance/glance/common/wsgi.py
If,1087,1088,apps/glance/glance/common/wsgi.py
If,1115,1116,apps/glance/glance/common/wsgi.py
Try,1158,1183,apps/glance/glance/common/wsgi.py
If,1186,1187,apps/glance/glance/common/wsgi.py
Try,1189,1199,apps/glance/glance/common/wsgi.py
Try,1203,1206,apps/glance/glance/common/wsgi.py
Try,1212,1215,apps/glance/glance/common/wsgi.py
Try,1217,1220,apps/glance/glance/common/wsgi.py
Try,1222,1225,apps/glance/glance/common/wsgi.py
IfExp,285,285,apps/glance/glance/common/wsgi.py
Try,342,348,apps/glance/glance/common/wsgi.py
While,469,470,apps/glance/glance/common/wsgi.py
If,485,493,apps/glance/glance/common/wsgi.py
If,499,502,apps/glance/glance/common/wsgi.py
For,528,529,apps/glance/glance/common/wsgi.py
If,573,574,apps/glance/glance/common/wsgi.py
If,585,587,apps/glance/glance/common/wsgi.py
If,626,630,apps/glance/glance/common/wsgi.py
If,638,641,apps/glance/glance/common/wsgi.py
If,643,644,apps/glance/glance/common/wsgi.py
Try,648,661,apps/glance/glance/common/wsgi.py
If,888,891,apps/glance/glance/common/wsgi.py
If,910,911,apps/glance/glance/common/wsgi.py
If,914,917,apps/glance/glance/common/wsgi.py
If,930,931,apps/glance/glance/common/wsgi.py
If,984,988,apps/glance/glance/common/wsgi.py
If,991,993,apps/glance/glance/common/wsgi.py
If,996,1000,apps/glance/glance/common/wsgi.py
If,1011,1013,apps/glance/glance/common/wsgi.py
If,1014,1019,apps/glance/glance/common/wsgi.py
If,1020,1024,apps/glance/glance/common/wsgi.py
If,1066,1068,apps/glance/glance/common/wsgi.py
If,1159,1161,apps/glance/glance/common/wsgi.py
If,326,327,apps/glance/glance/common/wsgi.py
If,486,490,apps/glance/glance/common/wsgi.py
If,523,524,apps/glance/glance/common/wsgi.py
If,650,652,apps/glance/glance/common/wsgi.py
If,916,917,apps/glance/glance/common/wsgi.py
If,654,655,apps/glance/glance/common/wsgi.py
If,42,43,apps/glance/glance/common/exception.py
Try,44,52,apps/glance/glance/common/exception.py
If,45,46,apps/glance/glance/common/exception.py
IfExp,214,215,apps/glance/glance/common/exception.py
IfExp,225,226,apps/glance/glance/common/exception.py
If,48,52,apps/glance/glance/common/exception.py
If,95,96,apps/glance/glance/common/property_utils.py
Try,112,120,apps/glance/glance/common/property_utils.py
If,122,128,apps/glance/glance/common/property_utils.py
For,132,177,apps/glance/glance/common/property_utils.py
Try,180,187,apps/glance/glance/common/property_utils.py
Try,208,212,apps/glance/glance/common/property_utils.py
If,220,221,apps/glance/glance/common/property_utils.py
If,222,223,apps/glance/glance/common/property_utils.py
If,225,226,apps/glance/glance/common/property_utils.py
For,228,232,apps/glance/glance/common/property_utils.py
If,235,246,apps/glance/glance/common/property_utils.py
For,136,175,apps/glance/glance/common/property_utils.py
If,229,230,apps/glance/glance/common/property_utils.py
If,236,239,apps/glance/glance/common/property_utils.py
If,240,243,apps/glance/glance/common/property_utils.py
If,244,246,apps/glance/glance/common/property_utils.py
Try,137,140,apps/glance/glance/common/property_utils.py
If,141,175,apps/glance/glance/common/property_utils.py
If,238,239,apps/glance/glance/common/property_utils.py
If,142,166,apps/glance/glance/common/property_utils.py
If,143,149,apps/glance/glance/common/property_utils.py
If,157,166,apps/glance/glance/common/property_utils.py
Try,28,33,apps/glance/glance/common/client.py
Try,60,64,apps/glance/glance/common/client.py
For,76,82,apps/glance/glance/common/client.py
If,118,120,apps/glance/glance/common/client.py
If,122,128,apps/glance/glance/common/client.py
